"Géographie";"Niveau Géo";"Mesure démographie entreprises et établissements";"Activité économique";"Forme légale";"Fréquence";Période;Valeur
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2018;16
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Autres sociétés";"Annuel";2018;2
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société par actions simplifiée";"Annuel";2018;233
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Société par actions simplifiée";"Annuel";2018;23
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2018;300
"Saint-Aubin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société par actions simplifiée";"Annuel";2018;3
"Saint-Aubin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société à responsabilité limitée (SARL)";"Annuel";2018;1
"Saint-Aubin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Entrepreneur individuel";"Annuel";2018;3
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Autres sociétés";"Annuel";2018;2
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Autres sociétés";"Annuel";2018;1
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société par actions simplifiée";"Annuel";2018;3
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société par actions simplifiée";"Annuel";2018;2
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société par actions simplifiée";"Annuel";2018;1
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société par actions simplifiée";"Annuel";2018;2
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société à responsabilité limitée (SARL)";"Annuel";2018;2
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2018;5
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2018;7
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Entrepreneur individuel";"Annuel";2018;15
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Entrepreneur individuel";"Annuel";2018;2
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2018;4
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Entrepreneur individuel";"Annuel";2018;6
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Entrepreneur individuel";"Annuel";2018;1
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Autres sociétés";"Annuel";2018;2
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Autres sociétés";"Annuel";2018;2
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Autres sociétés";"Annuel";2018;1
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société par actions simplifiée";"Annuel";2018;2
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Société par actions simplifiée";"Annuel";2018;3
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2018;2
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société par actions simplifiée";"Annuel";2018;1
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société par actions simplifiée";"Annuel";2018;29
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société par actions simplifiée";"Annuel";2018;18
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société par actions simplifiée";"Annuel";2018;8
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Société par actions simplifiée";"Annuel";2018;4
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société à responsabilité limitée (SARL)";"Annuel";2018;3
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2018;5
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société à responsabilité limitée (SARL)";"Annuel";2018;2
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société à responsabilité limitée (SARL)";"Annuel";2018;6
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2018;26
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2018;44
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Entrepreneur individuel";"Annuel";2018;118
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Entrepreneur individuel";"Annuel";2018;4
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2018;21
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2018;10
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Autres sociétés";"Annuel";2018;1
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Autres sociétés";"Annuel";2018;2
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Autres sociétés";"Annuel";2018;1
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société par actions simplifiée";"Annuel";2018;1
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Société par actions simplifiée";"Annuel";2018;3
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société par actions simplifiée";"Annuel";2018;12
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2018;2
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société par actions simplifiée";"Annuel";2018;3
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société par actions simplifiée";"Annuel";2018;9
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société par actions simplifiée";"Annuel";2018;12
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société par actions simplifiée";"Annuel";2018;4
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Société par actions simplifiée";"Annuel";2018;5
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société à responsabilité limitée (SARL)";"Annuel";2018;1
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2018;4
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société à responsabilité limitée (SARL)";"Annuel";2018;2
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2018;19
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Entrepreneur individuel";"Annuel";2018;30
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Entrepreneur individuel";"Annuel";2018;3
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2018;2
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société par actions simplifiée";"Annuel";2018;1
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société par actions simplifiée";"Annuel";2018;2
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société par actions simplifiée";"Annuel";2018;2
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société à responsabilité limitée (SARL)";"Annuel";2018;1
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2018;1
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2018;4
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Entrepreneur individuel";"Annuel";2018;11
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2018;5
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Entrepreneur individuel";"Annuel";2018;6
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2018;2
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Autres sociétés";"Annuel";2018;1
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Autres sociétés";"Annuel";2018;3
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Société par actions simplifiée";"Annuel";2018;1
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société par actions simplifiée";"Annuel";2018;6
