"Géographie";"Niveau Géo";"Fréquence";"Mesure du recensement ";"Catégorie de logement";"Lien à la personne de référence du ménage ";"Type de ménage et nombre d'enfants";"Profession et catégorie socioprofessionnelle (PCS)";Période;Valeur
"Villebon-sur-Yvette";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2022;87,276175
"Ballainvilliers";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Agriculteurs";2022;20,004329
"Chilly-Mazarin";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2022;3232,561778
"Vauhallan";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2022;123,240587
"La Ville-du-Bois";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2022;985,85919
"Montlhéry";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2022;7531,363773
"Montlhéry";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2022;1613,769011
"Massy";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Femme seule";"Total";2022;4686,271886
"Nozay";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Femme seule";"Total";2022;297,524908
"Vauhallan";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage à une personne";"Total";2022;206,39372
"Gometz-le-Châtel";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2022;2339,419895
"Vauhallan";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2022;174,110901
"Villejust";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2022;152,909155
"Montlhéry";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2022;1845,288255
"Gometz-le-Châtel";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;312,810026
"Chilly-Mazarin";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2022;16355,494634
"Ballainvilliers";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;130,028139
"Wissous";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Agriculteurs";2022;5,32326
"Wissous";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2022;3549,484283
"Bures-sur-Yvette";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Homme seul";"Total";2022;584,165877
"Champlan";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2022;140,557505
"Villebon-sur-Yvette";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Total";"Total";2022;10048,793325
"Chilly-Mazarin";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2022;350,686404
"Gif-sur-Yvette";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2022;3588,277997
"Palaiseau";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Homme seul";"Total";2022;3817,778258
"Épinay-sur-Orge";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2022;2374,944332
"Villebon-sur-Yvette";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Femme seule";"Total";2022;898,993431
"Villebon-sur-Yvette";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Agriculteurs";2022;5,38664
"Gif-sur-Yvette";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Homme seul";"Total";2022;2395,333534
"Igny";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Total";"Total";2022;10554,000047
"Igny";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2022;172,754971
"Verrières-le-Buisson";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage à une personne";"Total";2022;1852,605401
"Villebon-sur-Yvette";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2022;414,982079
"Marcoussis";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;851,216458
"La Ville-du-Bois";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2022;550,479751
"Massy";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2022;9674,939944
"Champlan";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2022;458,62358
"Marcoussis";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2022;2092,991055
"Saint-Aubin";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;10,165869
"Longjumeau";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Agriculteurs";2022;4,826625
"Épinay-sur-Orge";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2022;443,10552
"Massy";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;1926,324067
"Chilly-Mazarin";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2022;4717,608791
"Nozay";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;142,07958
"Massy";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;5664,57369
"Chilly-Mazarin";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2022;9695,776336
"Vauhallan";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2022;1080,934387
"Champlan";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2022;251,818657
"Les Ulis";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2022;4864,309128
"Palaiseau";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;3116,251723
"Épinay-sur-Orge";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;925,027379
"Ballainvilliers";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2022;60,012987
"Montlhéry";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2022;121,230897
"Villejust";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2022;223,979248
"Orsay";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage à une personne";"Total";2022;3070,928007
"Palaiseau";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2022;6573,695882
"Palaiseau";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2022;26355,436276
"Palaiseau";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;1177,929622
"Villejust";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;223,396094
"Gif-sur-Yvette";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2022;2926,574761
"Villiers-le-Bâcle";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2022;170,821256
"Igny";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2022;9238,836062
"Ballainvilliers";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2022;865,187229
"La Ville-du-Bois";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2022;1716,49595
"Épinay-sur-Orge";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Total";"Total";2022;9792,992148
"Bures-sur-Yvette";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2022;1422,299366
"Massy";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2022;4071,764969
"Linas";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2022;22,163181
"Gif-sur-Yvette";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2022;666,517865
"Villiers-le-Bâcle";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2022;75,362319
"Massy";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2022;9175,164361
"Saulx-les-Chartreux";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;837,892765
"Champlan";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2022;75,269868
"Saulx-les-Chartreux";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2022;429,406952
"Bures-sur-Yvette";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;181,154156
"Palaiseau";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage à une personne";"Total";2022;7259,843859
"Montlhéry";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;1339,574538
"Champlan";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2022;183,346757
"Massy";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2022;8431,466228
"Palaiseau";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Femme seule";"Total";2022;3442,0656
"Marcoussis";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2022;460,658318
"Gif-sur-Yvette";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2022;1753,919743
"Ballainvilliers";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2022;455,098485
"Chilly-Mazarin";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Homme seul";"Total";2022;1516,201638
"Wissous";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2022;348,493785
"Palaiseau";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2022;4356,904406
"Montlhéry";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Homme seul";"Total";2022;663,720889
"Villebon-sur-Yvette";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;312,76165
"Saint-Aubin";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2022;42,907989
