"Géographie";"Niveau Géo";"Âge";"Indicateur de résidence antérieure ";"Mesure du recensement ";"Fréquence";Période;Valeur
"Villiers-le-Bâcle";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;15
"La Ville-du-Bois";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;156
"Villiers-le-Bâcle";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;4
"Marcoussis";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;90
"Marcoussis";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;116
"La Ville-du-Bois";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;111
"Marcoussis";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;106
"La Ville-du-Bois";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;83
"Marcoussis";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;23
"Villiers-le-Bâcle";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;5
"La Ville-du-Bois";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;30
"Ballainvilliers";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;10
"Villiers-le-Bâcle";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;46
"La Ville-du-Bois";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;350
"Marcoussis";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;295
"Ballainvilliers";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;53
"Ballainvilliers";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;54
"Marcoussis";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;55
"Ballainvilliers";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;207
"Ballainvilliers";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;18
"Ballainvilliers";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;34
"La Ville-du-Bois";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;30
"La Ville-du-Bois";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;133
"Villiers-le-Bâcle";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;10
"Villiers-le-Bâcle";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;11
"La Ville-du-Bois";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;10
"Marcoussis";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;104
"Marcoussis";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;39
"Champlan";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;18,052649
"Villebon-sur-Yvette";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;411,53674
"Saclay";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;23,630985
"Champlan";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;99,275873
"Champlan";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;91,222161
"Saint-Aubin";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;0,995733
"Villebon-sur-Yvette";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;93,930432
"Saint-Aubin";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;1,991465
"Saclay";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;8,861619
"Champlan";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;65,252528
"Villebon-sur-Yvette";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;48,944904
"Saclay";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;40,3696
"Villebon-sur-Yvette";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;183,857458
"Champlan";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;45,076828
"Villebon-sur-Yvette";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;119,86507
"Champlan";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;25,339489
"Saclay";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;153,601404
"Saint-Aubin";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;11,948791
"Saclay";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;18,697535
"Saint-Aubin";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;23,897582
"Épinay-sur-Orge";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;845,043332
"Verrières-le-Buisson";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;946,35112
"Orsay";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;424,422598
"Chilly-Mazarin";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;614,663833
"Longjumeau";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;1117,804257
"Chilly-Mazarin";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;1377,496052
"Épinay-sur-Orge";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;329,012477
"Palaiseau";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;3464,002916
"Les Ulis";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;1238,869636
"Gif-sur-Yvette";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;1328,824562
"Igny";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;190,599326
"Nozay";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;335,809094
"Orsay";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;1766,805274
"Longjumeau";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;707,700645
"Nozay";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;177,568633
"Massy";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;1600,355545
"Gif-sur-Yvette";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;674,058713
"Verrières-le-Buisson";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;368,823977
"Igny";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;754,92078
"Palaiseau";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;1207,001592
"Les Ulis";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;1094,222794
"Wissous";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;317,257051
"Massy";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;4103,502847
"Linas";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;536,042578
"Linas";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;276,12862
"Wissous";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;692,813642
"Bures-sur-Yvette";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;696,019879
"Saulx-les-Chartreux";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;336,822728
"Villejust";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;46,101811
"Gometz-le-Châtel";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;27,12517
"Villejust";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;185,218511
"Gometz-le-Châtel";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;176,861739
"Saulx-les-Chartreux";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;187,00687
"Bures-sur-Yvette";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;169,728556
"Villebon-sur-Yvette";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;740,910457
"Saint-Aubin";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;37,837838
"La Ville-du-Bois";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;647
"Ballainvilliers";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;380
"Champlan";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;227,657879
"Saclay";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;45,292722
"Marcoussis";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;233
"Ballainvilliers";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;116
"La Ville-du-Bois";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;256
"Marcoussis";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;595
"Villiers-le-Bâcle";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;72
"Saint-Aubin";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;0,995733
"Saclay";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;276,669123
"Champlan";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;163,18631
"Villiers-le-Bâcle";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;20
"Villebon-sur-Yvette";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;347,74305
"Montlhéry";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;595,198848
"Vauhallan";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2016;161,194422
"Vauhallan";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;152,106646
"Montlhéry";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2016;162,647049
"Vauhallan";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;34,103975
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2022;2,623304
"Montlhéry";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2022;6,549135
"Vauhallan";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;9,944394
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2022;9044,584985
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2022;1339,600066
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;9524,96594
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;7970,834004
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;8154,701504
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;5484,347774
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2022;12491,604401
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2022;3670,502536
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2022;6815,101438
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2022;282796,883776
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2022;1813,845238
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2022;4059,528314
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;16551,132715
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;2431,482293
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;757,860386
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;3745,715999
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2022;1901,782969
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"55 ans ou plus";"Total";"Population";"Annuel";2022;2659,643354
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Total";"Population";"Annuel";2022;315646,709124
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2022;132,242127
"Palaiseau";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2022;1632,318996
"Épinay-sur-Orge";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2022;139,378863
"Massy";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2022;49765,621601
"Les Ulis";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2022;25233,061288
"Igny";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2022;10492,041959
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2022;10517,348647
"Palaiseau";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2022;35626,685595
"Massy";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2022;2317,523541
"Massy";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2022;379,621118
"Villejust";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2022;2468,3415
"Massy";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2022;301,466616
"Saulx-les-Chartreux";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2022;6503,478371
"Vauhallan";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2022;6,731809
"Les Ulis";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2022;193,818816
"Chilly-Mazarin";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2022;224,055541
"Champlan";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2022;2576,510618
"La Ville-du-Bois";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2022;8036
"Marcoussis";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2022;8480
"Orsay";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2022;16541,95491
"Igny";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2022;297,5518
"Massy";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2022;978,317537
"Igny";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2022;10,217331
