"Géographie";"Niveau Géo";"Mesure démographie entreprises et établissements";"Activité économique";"Fréquence";Période;Valeur
"Saint-Aubin";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;9
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;51
"Marcoussis";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;23
"Wissous";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;45
"Orsay";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;89
"Montlhéry";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;713
"Palaiseau";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;2315
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;109
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;10
"Villejust";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;18
"Saint-Aubin";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;8
"Massy";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;108
"Longjumeau";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;1267
"Longjumeau";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;34
"Marcoussis";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;63
"Les Ulis";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;52
"Nozay";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;37
"Villejust";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;63
"Montlhéry";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;63
"Wissous";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;104
"Palaiseau";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;167
"Palaiseau";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;382
"Massy";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;630
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;1166
"Saint-Aubin";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;42
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;19
"Villejust";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;14
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;26
"Saclay";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;42
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;21
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;15
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;362
"Marcoussis";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;71
"Nozay";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;17
"Wissous";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;26
"Montlhéry";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;117
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;131
"Saint-Aubin";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;3
"Saint-Aubin";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;22
"Vauhallan";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;24
"Wissous";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;61
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;211
"Nozay";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;14
"Saint-Aubin";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;4
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;70
"Vauhallan";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;9
"Marcoussis";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;43
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;92
"Orsay";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;119
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;209
"Villejust";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;20
"Montlhéry";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;133
"Longjumeau";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;249
"Orsay";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;266
"Vauhallan";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;7
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;515
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;50
"Villejust";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;11
"Nozay";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;27
"Vauhallan";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;16
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;452
"Les Ulis";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;551
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;18
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;65
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;65
"Wissous";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;128
"Saint-Aubin";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;105
"Longjumeau";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;49
"Marcoussis";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;662
"Longjumeau";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;384
"Vauhallan";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;12
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;265
"Vauhallan";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;48
"Saint-Aubin";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;6
"Massy";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;118
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;922
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Construction";"Annuel";2019;2174
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;3278
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;4826
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;1013
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;949
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Information et communication";"Annuel";2019;1527
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;6060
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Total";"Annuel";2019;22481
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;1732
"Ballainvilliers";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2020;26
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2020;175
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2020;46
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2020;104
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2020;17
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2020;28
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2020;117
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2020;157
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2020;50
"Champlan";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2020;125
"Igny";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2020;31
"Champlan";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2020;18
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2020;47
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2020;17
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2020;30
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2020;9
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2020;22
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2020;62
