"Géographie";"Niveau Géo";"Sexe";"Forme d'emploi";"Activité économique des emplois";"Profession et catégorie socioprofessionnelle (PCS)";"Mesure du recensement ";"Fréquence";Période;Valeur
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2016;511,8254
"Gometz-le-Châtel";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2016;122,37433
"Longjumeau";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;1,04813
"Bures-sur-Yvette";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2016;585,57196
"Linas";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2016;452,21561
"Verrières-le-Buisson";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2016;307,70346
"Longjumeau";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2016;466,09285
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2016;1034,01133
"Gif-sur-Yvette";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2016;169,80919
"Nozay";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2016;363,09781
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2016;61,77722
"Montlhéry";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2016;89,68365
"Saint-Aubin";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2016;25,65223
"Saulx-les-Chartreux";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2016;107,44037
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;6,56582
"Ballainvilliers";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2016;108,80956
"Villejust";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2016;220,61764
"Vauhallan";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2016;11,74566
"Épinay-sur-Orge";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2016;84,92213
"Vauhallan";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2016;110,03149
"Linas";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2016;96,15937
"Gometz-le-Châtel";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2016;174,38156
"Linas";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;5,0422
"Villejust";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2016;43,44916
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2016;65,63805
"Linas";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2016;143,7197
"Vauhallan";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2016;76,15574
"La Ville-du-Bois";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2016;492,07466
"Champlan";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2016;207,53151
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2016;30,91436
"Orsay";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;6,53174
"Les Ulis";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;11,49584
"Ballainvilliers";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;10,1101
"Montlhéry";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2016;369,4816
"Longjumeau";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2016;311,27769
"Épinay-sur-Orge";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2016;81,75586
"Villejust";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2016;123,84186
"Gometz-le-Châtel";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2016;107,22196
"Saint-Aubin";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2016;90,12192
"La Ville-du-Bois";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2016;77,0202
"Gometz-le-Châtel";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;5,02634
"Marcoussis";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;5,92026
"Saulx-les-Chartreux";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;18,45293
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;66,9236
"Massy";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;9,27152
"Vauhallan";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2016;14,17873
"Saint-Aubin";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;10,12341
"Saclay";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;16,46856
"Wissous";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;2,02427
"Igny";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;1,26945
"Chilly-Mazarin";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;12,73351
"Verrières-le-Buisson";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2016;4,95777
"Massy";"Commune";"Total";"Total";"Total";"Agriculteurs";"Nombre d’emplois";"Annuel";2022;5,53517
"Saint-Aubin";"Commune";"Total";"Total";"Total";"Artisans, commerçants et chefs d’entreprise";"Nombre d’emplois";"Annuel";2022;21,78167
"Vauhallan";"Commune";"Total";"Total";"Total";"Artisans, commerçants et chefs d’entreprise";"Nombre d’emplois";"Annuel";2022;34,26482
"Saulx-les-Chartreux";"Commune";"Total";"Total";"Total";"Agriculteurs";"Nombre d’emplois";"Annuel";2022;10,31508
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Total";"Ouvriers";"Nombre d’emplois";"Annuel";2022;35,56564
"Vauhallan";"Commune";"Total";"Total";"Total";"Ouvriers";"Nombre d’emplois";"Annuel";2022;13,68117
"Igny";"Commune";"Total";"Total";"Total";"Artisans, commerçants et chefs d’entreprise";"Nombre d’emplois";"Annuel";2022;149,47529
"Palaiseau";"Commune";"Total";"Total";"Total";"Agriculteurs";"Nombre d’emplois";"Annuel";2022;9,74482
"Vauhallan";"Commune";"Total";"Total";"Total";"Cadres et professions intellectuelles supérieures";"Nombre d’emplois";"Annuel";2022;70,62973
"Vauhallan";"Commune";"Total";"Total";"Total";"Employés";"Nombre d’emplois";"Annuel";2022;25,23312
"Saint-Aubin";"Commune";"Total";"Total";"Total";"Ouvriers";"Nombre d’emplois";"Annuel";2022;30,39496
"Villiers-le-Bâcle";"Commune";"Homme";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;13,68002
"Bures-sur-Yvette";"Commune";"Femme";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;312,34145
"Marcoussis";"Commune";"Femme";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;43,50714
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;46,57529
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;84,40427
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;4720,02665
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;158,04852
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;37,82897
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;139,13375
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;53,05547
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;86,07828
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;428,24178
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;4878,07517
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Non Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;15,2265
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Non Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;39,50299
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Non Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;54,72949
"Marcoussis";"Commune";"Femme";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;131,08938
"La Ville-du-Bois";"Commune";"Homme";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;102,9153
"Épinay-sur-Orge";"Commune";"Homme";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;73,06444
"La Ville-du-Bois";"Commune";"Homme";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;37,83833
"Linas";"Commune";"Homme";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;81,43438
"Gometz-le-Châtel";"Commune";"Homme";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;14,34749
"Igny";"Commune";"Homme";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;555,14336
"Bures-sur-Yvette";"Commune";"Homme";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;38,42789
"Bures-sur-Yvette";"Commune";"Femme";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;10,03622
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;16497,25593
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;11190,93897
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;1388,68362
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;79,61159
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;1296,65014
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;1376,26173
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;7405,07677
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;15910,96563
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;1468,29521
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;11619,18075
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;8793,76039
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;8701,72691
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;586,2903
"La Ville-du-Bois";"Commune";"Total";"Total";"Total";"Agriculteurs";"Nombre d’emplois";"Annuel";2022;5,02892
"Ballainvilliers";"Commune";"Total";"Total";"Total";"Agriculteurs";"Nombre d’emplois";"Annuel";2022;10,00216
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Total";"Artisans, commerçants et chefs d’entreprise";"Nombre d’emplois";"Annuel";2022;18,48951
"Villejust";"Commune";"Total";"Total";"Total";"Agriculteurs";"Nombre d’emplois";"Annuel";2022;2,57575
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;25291,46201
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;5184,54698
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;10170,02212
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;2567,89647
