"Géographie";"Niveau Géo";"Catégorie de logement";"Durée de séjour";"Type de logement";"Combustible";"Nombre de voitures du ménage";"Mesure du recensement ";"Garage-box-parking";"Nombre de pièces du logement";"Statut d’occupation du logement";"Période d’achèvement du logement";Période;Valeur
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;832,49173
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;36,29859
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;27358,60771
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;19,33892
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;1122,8695
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences secondaires et logements occasionnels";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;843,69917
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;3935,13161
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;3758,37486
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"De 2 à 4 ans";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;29928,75239
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"30 ans ou plus";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;22767,44152
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Moins de 2 ans";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;17611,78194
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"De 10 à 19 ans";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;25949,55959
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;2792,92319
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;11717,48998
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"De 5 à 9 ans";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;24951,4745
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;4861,85255
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;20273,27713
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"De 20 à 29 ans";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;16099,73196
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;8599,57086
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Logements vacants";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;111,8517
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;92560,88716
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;9090,67513
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Logements vacants";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;6646,89683
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences secondaires et logements occasionnels";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;2994,1333
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;4075,68893
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Logements vacants";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;2331,9266
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;55601,48853
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;137308,74189
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Population des ménages";"Total";"Total";"Locataire de logement parc privé vide";"Total";2022;49646,24981
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;4247,59134
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Oui";"Total";"Total";"Total";2022;99758,88513
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"2 pièces";"Total";"Total";2022;19383,47547
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;45357,92729
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1963,0221
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;5918,65324
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;81152,31854
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Non";"Total";"Total";"Total";2022;37549,85677
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"1 pièce";"Total";"Total";2022;12689,78266
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"5 pièces ou plus";"Total";"Total";2022;42953,85585
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"4 pièces";"Total";"Total";2022;29944,81246
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"3 pièces";"Total";"Total";2022;32336,81544
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;632,25148
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Population des ménages";"Total";"Total";"Locataire de logement parc social vide";"Total";2022;61318,76078
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Population des ménages";"Total";"Total";"Total";"Total";2022;311991,80249
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"De 20 à 29 ans";"Total";"Total";"Total";"Population des ménages";"Total";"Total";"Total";"Total";2022;35192,26032
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"30 ans ou plus";"Total";"Total";"Total";"Population des ménages";"Total";"Total";"Total";"Total";2022;39370,24069
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"De 10 à 19 ans";"Total";"Total";"Total";"Population des ménages";"Total";"Total";"Total";"Total";2022;67581,98853
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2022;150475,10595
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Population des ménages";"Total";"Total";"Locataire de logement meublé";"Total";2022;12796,69644
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Population des ménages";"Total";"Total";"Propriétaire";"Total";2022;183546,59479
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Moins de 2 ans";"Total";"Total";"Total";"Population des ménages";"Total";"Total";"Total";"Total";2022;34642,92146
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Population des ménages";"Total";"Total";"Logé gratuitement";"Total";2022;4683,50067
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"De 5 à 9 ans";"Total";"Total";"Total";"Population des ménages";"Total";"Total";"Total";"Total";2022;66473,39813
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"De 2 à 4 ans";"Total";"Total";"Total";"Population des ménages";"Total";"Total";"Total";"Total";2022;68730,99336
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;5094,43019
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;24828,41325
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;48015,25085
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Locataire de logement parc social vide";"Total";2022;24108,4485
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;32963,76991
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;45084,55858
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Locataire de logement parc privé vide";"Total";2022;25334,56243
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Logé gratuitement";"Total";2022;2208,56958
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Propriétaire";"Total";2022;77110,4184
